"","x"
"4831",1
"4832",1
"4833",1
"4834",4
"4835",1
"4836",1
"4837",0
"4838",1
"4839",0
"4840",1
"4841",1
"4842",0
"4843",0
"4844",1
"4845",3
"4846",2
"4847",14
"4848",1
"4849",3
"4850",1
"4851",7
"4852",0
"4853",1
"4854",0
"4855",0
"4856",8
"4857",1
"4858",2
"4859",0
"4860",2
"4861",0
"4862",0
"4863",0
"4864",0
"4865",0
"4866",0
"4867",1
"4868",0
"4869",0
"4870",1
"4871",0
"4872",1
"4873",1
"4874",13
"4875",1
"4876",6
"4877",2
"4878",2
"4879",1
"4880",1
"4881",1
"4882",16
"4883",1
"4884",1
"4885",1
"4886",1
"4887",2
"4888",1
"4889",2
"4890",4
"4891",1
"4892",0
"4893",1
"4894",15
"4895",0
"4896",2
"4897",0
"4898",0
"4899",7
"4900",0
"4901",2
"4902",4
"4903",1
"4904",0
"4905",0
"4906",6
"4907",1
"4908",1
"4909",1
"4910",27
"4911",2
"4912",1
"4913",1
"4914",0
"4915",1
"4916",2
"4917",1
"4918",0
"4919",0
"4920",3
"4921",12
"4922",1
"4923",0
"4924",1
"4925",3
"4926",0
"4927",2
"4928",1
"4929",0
"4930",1
"4931",0
"4932",1
"4933",4
"4934",1
"4935",1
"4936",3
"4937",1
"4938",1
"4939",0
"4940",1
"4941",0
"4942",1
"4943",1
"4944",2
"4945",0
"4946",1
"4947",1
"4948",1
"4949",1
"4950",0
"4951",0
"4952",2
"4953",2
"4954",1
"4955",3
"4956",1
"4957",0
"4958",1
"4959",1
"4960",2
"4961",0
"4962",0
"4963",2
"4964",1
"4965",4
"4966",3
"4967",14
"4968",1
"4969",3
"4970",1
"4971",2
"4972",1
"4973",5
"4974",0
"4975",0
"4976",2
"4977",1
"4978",1
"4979",1
"4980",3
"4981",1
"4982",2
"4983",1
"4984",1
"4985",0
"4986",2
"4987",5
"4988",5
"4989",0
"4990",3
"4991",4
"4992",2
"4993",1
"4994",1
"4995",1
"4996",1
"4997",1
"4998",1
"4999",1
"5000",1
"5001",2
"5002",1
"5003",1
"5004",1
"5005",1
"5006",1
"5007",1
"5008",4
"5009",3
"5010",3
"5011",1
"5012",1
"5013",0
"5014",1
"5015",1
"5016",1
"5017",1
"5018",1
"5019",1
"5020",1
"5021",0
"5022",0
"5023",1
"5024",2
"5025",1
"5026",4
"5027",1
"5028",1
"5029",5
"5030",0
"5031",0
"5032",1
"5033",1
"5034",3
"5035",0
"5036",2
"5037",4
"5038",4
"5039",7
"5040",0
"5041",1
"5042",0
"5043",1
"5044",0
"5045",2
"5046",0
"5047",0
"5048",1
"5049",2
"5050",0
"5051",1
"5052",1
"5053",1
"5054",7
"5055",1
"5056",0
"5057",0
"5058",2
"5059",1
"5060",3
"5061",2
"5062",1
"5063",1
"5064",1
"5065",1
"5066",0
"5067",2
"5068",3
"5069",1
"5070",3
"5071",0
"5072",3
"5073",1
"5074",2
"5075",3
"5076",0
"5077",3
"5078",2
"5079",6
"5080",0
"5081",1
"5082",0
"5083",1
"5084",2
"5085",1
"5086",1
"5087",0
"5088",1
"5089",2
"5090",0
"5091",4
"5092",1
"5093",0
"5094",0
"5095",15
"5096",0
"5097",2
"5098",1
"5099",1
"5100",0
"5101",1
"5102",1
"5103",1
"5104",0
"5105",1
"5106",1
"5107",1
"5108",0
"5109",1
"5110",1
"5111",1
"5112",1
"5113",3
"5114",4
"5115",0
"5116",1
"5117",1
"5118",0
"5119",1
"5120",2
"5121",1
"5122",0
"5123",2
"5124",0
"5125",5
"5126",1
"5127",1
"5128",1
"5129",0
"5130",0
"5131",2
"5132",3
"5133",0
"5134",1
"5135",10
"5136",2
"5137",0
"5138",2
"5139",2
"5140",7
"5141",1
"5142",0
"5143",0
"5144",7
"5145",5
"5146",0
"5147",1
"5148",1
"5149",2
"5150",2
"5151",1
"5152",1
"5153",1
"5154",1
"5155",2
"5156",1
"5157",2
"5158",0
"5159",1
"5160",1
"5161",2
"5162",2
"5163",1
"5164",1
"5165",1
"5166",1
"5167",3
"5168",3
"5169",2
"5170",1
"5171",4
"5172",2
"5173",1
"5174",2
"5175",1
"5176",1
"5177",2
"5178",5
"5179",1
"5180",3
"5181",0
"5182",1
"5183",3
"5184",1
"5185",1
"5186",2
"5187",1
"5188",2
"5189",1
"5190",1
"5191",4
"5192",0
"5193",0
"5194",3
"5195",2
"5196",1
"5197",0
"5198",4
"5199",1
"5200",3
"5201",2
"5202",0
"5203",1
"5204",2
"5205",2
"5206",1
"5207",2
"5208",4
"5209",1
"5210",1
"5211",2
"5212",2
"5213",1
"5214",1
"5215",1
"5216",1
"5217",1
"5218",1
"5219",1
"5220",2
"5221",1
"5222",3
"5223",2
"5224",2
"5225",2
"5226",2
"5227",1
"5228",2
"5229",0
"5230",1
"5231",1
"5232",0
"5233",0
"5234",1
"5235",1
"5236",7
"5237",0
"5238",3
"5239",1
"5240",4
"5241",0
"5242",0
"5243",0
"5244",0
"5245",0
"5246",0
"5247",1
"5248",1
"5249",2
"5250",0
"5251",1
"5252",1
"5253",0
"5254",8
"5255",1
"5256",0
"5257",1
"5258",0
"5259",1
"5260",1
"5261",3
"5262",0
"5263",2
"5264",1
"5265",4
"5266",0
"5267",1
"5268",1
"5269",1
"5270",6
"5271",3
"5272",3
"5273",1
"5274",0
"5275",1
"5276",2
"5277",1
"5278",2
"5279",0
"5280",2
"5281",1
"5282",0
"5283",5
"5284",2
"5285",1
"5286",5
"5287",0
"5288",2
"5289",2
"5290",0
"5291",1
"5292",2
"5293",2
"5294",0
"5295",2
"5296",2
"5297",4
"5298",0
"5299",0
"5300",0
"5301",2
"5302",1
"5303",0
"5304",7
"5305",0
"5306",0
"5307",0
"5308",0
"5309",3
"5310",1
"5311",0
"5312",1
"5313",0
"5314",1
"5315",0
"5316",1
"5317",1
"5318",1
"5319",1
"5320",2
"5321",5
"5322",2
"5323",0
"5324",4
"5325",1
"5326",3
"5327",2
"5328",0
"5329",2
"5330",11
"5331",1
"5332",0
"5333",1
"5334",1
"5335",0
"5336",0
"5337",1
"5338",0
"5339",0
"5340",1
"5341",3
"5342",0
"5343",12
"5344",1
"5345",0
"5346",2
"5347",1
"5348",1
"5349",1
"5350",7
"5351",3
"5352",0
"5353",0
"5354",1
"5355",0
"5356",2
"5357",1
"5358",0
"5359",2
"5360",2
"5361",9
"5362",3
"5363",9
"5364",2
"5365",14
"5366",0
"5367",3
"5368",1
"5369",1
"5370",8
"5371",3
"5372",0
"5373",0
"5374",0
"5375",1
"5376",3
"5377",1
"5378",2
"5379",3
"5380",1
"5381",0
"5382",1
"5383",3
"5384",1
"5385",1
"5386",9
"5387",0
"5388",2
"5389",1
"5390",0
"5391",2
"5392",7
"5393",0
"5394",1
"5395",1
"5396",1
"5397",1
"5398",1
"5399",2
"5400",1
"5401",1
"5402",1
"5403",2
"5404",1
"5405",2
"5406",1
"5407",1
"5408",3
"5409",4
"5410",1
"5411",0
"5412",0
"5413",1
"5414",1
"5415",0
"5416",6
"5417",1
"5418",0
"5419",0
"5420",0
"5421",0
"5422",2
"5423",1
"5424",1
"5425",2
"5426",1
"5427",2
"5428",1
"5429",5
"5430",3
"5431",0
"5432",3
"5433",1
"5434",0
"5435",1
"5436",1
"5437",2
"5438",1
"5439",2
"5440",6
"5441",0
"5442",0
"5443",1
"5444",1
"5445",1
"5446",1
"5447",2
"5448",0
"5449",0
"5450",1
"5451",0
"5452",0
"5453",0
"5454",0
"5455",0
"5456",6
"5457",1
"5458",2
"5459",2
"5460",9
"5461",0
"5462",6
"5463",1
"5464",3
"5465",6
"5466",4
"5467",12
"5468",0
"5469",0
"5470",1
"5471",1
"5472",1
"5473",11
"5474",1
"5475",1
"5476",0
"5477",3
"5478",2
"5479",6
"5480",7
"5481",0
"5482",1
"5483",1
"5484",1
"5485",12
"5486",15
"5487",4
"5488",4
"5489",2
"5490",0
"5491",0
"5492",2
"5493",2
"5494",2
"5495",1
"5496",1
"5497",1
"5498",2
"5499",1
"5500",1
"5501",2
"5502",7
"5503",2
"5504",0
"5505",2
"5506",0
"5507",1
"5508",1
"5509",1
"5510",0
"5511",1
"5512",1
"5513",0
"5514",7
"5515",2
"5516",2
"5517",0
"5518",1
"5519",3
"5520",2
"5521",0
"5522",0
"5523",2
"5524",15
"5525",0
"5526",1
"5527",1
"5528",1
"5529",1
"5530",1
"5531",1
"5532",0
"5533",1
"5534",0
"5535",1
"5536",2
"5537",1
"5538",3
"5539",0
"5540",1
"5541",15
"5542",10
"5543",0
"5544",1
"5545",2
"5546",1
"5547",1
"5548",3
"5549",0
"5550",4
"5551",0
"5552",1
"5553",2
"5554",0
"5555",1
"5556",1
"5557",1
"5558",2
"5559",1
"5560",0
"5561",1
"5562",0
"5563",0
"5564",2
"5565",0
"5566",5
"5567",1
"5568",2
"5569",0
"5570",1
"5571",1
"5572",0
"5573",1
"5574",5
"5575",1
"5576",1
"5577",1
"5578",1
"5579",1
"5580",6
"5581",0
"5582",1
"5583",0
"5584",1
"5585",3
"5586",1
"5587",0
"5588",3
"5589",0
"5590",3
"5591",2
"5592",1
"5593",8
"5594",1
"5595",0
"5596",1
"5597",0
"5598",2
"5599",0
"5600",0
"5601",1
"5602",2
"5603",1
"5604",0
"5605",0
"5606",2
"5607",4
"5608",1
"5609",1
"5610",4
"5611",0
"5612",2
"5613",3
"5614",1
"5615",3
"5616",4
"5617",2
"5618",1
"5619",2
"5620",0
"5621",0
"5622",2
"5623",0
"5624",2
"5625",1
"5626",1
"5627",1
"5628",2
"5629",1
"5630",1
"5631",2
"5632",10
"5633",1
"5634",2
"5635",1
"5636",1
"5637",1
"5638",1
"5639",1
"5640",1
"5641",0
"5642",4
"5643",1
"5644",1
"5645",0
"5646",5
"5647",0
"5648",1
"5649",4
"5650",0
"5651",0
"5652",1
"5653",1
"5654",0
"5655",1
"5656",0
"5657",2
"5658",1
"5659",1
"5660",2
"5661",0
"5662",1
"5663",1
"5664",2
"5665",1
"5666",1
"5667",0
"5668",1
"5669",3
"5670",3
"5671",0
"5672",2
"5673",1
"5674",2
"5675",0
"5676",1
"5677",1
"5678",1
"5679",1
"5680",0
"5681",1
"5682",2
"5683",6
"5684",0
"5685",0
"5686",1
"5687",1
"5688",13
"5689",0
"5690",1
"5691",0
"5692",0
"5693",1
"5694",1
"5695",1
"5696",0
"5697",0
"5698",1
"5699",1
"5700",0
"5701",2
"5702",1
"5703",0
"5704",0
"5705",2
"5706",1
"5707",1
"5708",4
"5709",0
"5710",0
"5711",1
"5712",0
"5713",0
"5714",0
"5715",0
"5716",1
"5717",0
"5718",1
"5719",0
"5720",2
"5721",1
"5722",0
"5723",1
"5724",1
"5725",0
"5726",0
"5727",0
"5728",3
"5729",1
"5730",2
"5731",1
"5732",1
"5733",0
"5734",2
"5735",2
"5736",2
"5737",4
"5738",2
"5739",1
"5740",2
"5741",0
"5742",0
"5743",0
"5744",4
"5745",1
"5746",1
"5747",0
"5748",0
"5749",1
"5750",1
"5751",1
"5752",0
"5753",1
"5754",2
"5755",1
"5756",4
"5757",2
"5758",2
"5759",2
"5760",0
"5761",0
"5762",4
"5763",1
"5764",0
"5765",0
"5766",1
"5767",0
"5768",0
"5769",5
"5770",1
"5771",1
"5772",2
"5773",1
"5774",2
"5775",1
"5776",1
"5777",0
"5778",1
"5779",1
"5780",1
"5781",0
"5782",3
"5783",0
"5784",1
"5785",1
"5786",1
"5787",3
"5788",2
"5789",1
"5790",0
"5791",1
"5792",2
"5793",0
"5794",0
"5795",1
"5796",1
"5797",1
"5798",0
"5799",2
"5800",1
"5801",0
"5802",1
"5803",1
"5804",0
"5805",1
"5806",0
"5807",1
"5808",1
"5809",3
"5810",0
"5811",1
"5812",2
"5813",1
"5814",1
"5815",3
"5816",10
"5817",2
"5818",1
"5819",8
"5820",1
"5821",1
"5822",0
"5823",3
"5824",1
"5825",2
"5826",1
"5827",0
"5828",8
"5829",0
"5830",2
"5831",0
"5832",2
"5833",2
"5834",3
"5835",3
"5836",1
"5837",1
"5838",7
"5839",1
"5840",0
"5841",0
"5842",2
"5843",5
"5844",2
"5845",2
"5846",1
"5847",2
"5848",0
"5849",0
"5850",2
"5851",1
"5852",0
"5853",3
"5854",1
"5855",4
"5856",0
"5857",2
"5858",4
"5859",2
"5860",1
"5861",3
"5862",1
"5863",2
"5864",0
"5865",1
"5866",0
"5867",2
"5868",4
"5869",1
"5870",0
"5871",2
"5872",2
"5873",0
"5874",4
"5875",2
"5876",0
"5877",1
"5878",2
"5879",3
"5880",1
"5881",0
"5882",6
"5883",0
"5884",1
"5885",1
"5886",0
"5887",3
"5888",3
"5889",1
"5890",2
"5891",2
"5892",0
"5893",0
"5894",6
"5895",0
"5896",0
"5897",5
"5898",2
"5899",2
"5900",1
"5901",3
"5902",0
"5903",0
"5904",1
"5905",1
"5906",0
"5907",7
"5908",3
"5909",2
"5910",0
"5911",1
"5912",0
"5913",2
"5914",0
"5915",3
"5916",0
"5917",1
"5918",5
"5919",1
"5920",0
"5921",0
"5922",1
"5923",0
"5924",2
"5925",0
"5926",1
"5927",2
"5928",1
"5929",3
"5930",1
"5931",0
"5932",3
"5933",0
"5934",0
"5935",2
"5936",0
"5937",1
"5938",1
"5939",0
"5940",0
"5941",0
"5942",2
"5943",1
"5944",0
"5945",0
"5946",1
"5947",1
"5948",1
"5949",1
"5950",2
"5951",1
"5952",1
"5953",0
"5954",1
"5955",2
"5956",0
"5957",1
"5958",2
"5959",1
"5960",1
"5961",3
"5962",2
"5963",2
"5964",2
"5965",1
"5966",1
"5967",5
"5968",1
"5969",1
"5970",3
"5971",0
"5972",2
"5973",14
"5974",1
"5975",1
"5976",3
"5977",3
"5978",1
"5979",20
"5980",1
"5981",0
"5982",0
"5983",0
"5984",0
"5985",0
"5986",2
"5987",0
"5988",1
"5989",1
"5990",1
"5991",0
"5992",0
"5993",1
"5994",14
"5995",1
"5996",0
"5997",1
"5998",0
"5999",0
"6000",0
"6001",1
"6002",1
"6003",0
"6004",0
"6005",1
"6006",2
"6007",2
"6008",0
"6009",3
"6010",1
"6011",0
"6012",0
"6013",1
"6014",2
"6015",0
"6016",0
"6017",1
"6018",1
"6019",1
"6020",1
"6021",1
"6022",0
"6023",1
"6024",2
"6025",1
"6026",2
"6027",1
"6028",0
"6029",2
"6030",1
"6031",1
"6032",1
"6033",0
"6034",1
"6035",2
"6036",1
"6037",0
"6038",1
"6039",1
"6040",3
"6041",1
"6042",1
"6043",1
"6044",2
"6045",0
"6046",1
"6047",1
"6048",0
"6049",1
"6050",0
"6051",0
"6052",1
"6053",6
"6054",0
"6055",1
"6056",0
"6057",0
"6058",1
"6059",6
"6060",0
"6061",0
"6062",0
"6063",0
"6064",2
"6065",0
"6066",1
"6067",2
"6068",0
"6069",2
"6070",2
"6071",0
"6072",0
"6073",1
"6074",0
"6075",3
"6076",2
"6077",1
"6078",2
"6079",1
"6080",5
"6081",2
"6082",1
"6083",1
"6084",1
"6085",3
"6086",0
"6087",0
"6088",1
"6089",9
"6090",1
"6091",1
"6092",2
"6093",1
"6094",1
"6095",0
"6096",1
"6097",1
"6098",1
"6099",4
"6100",3
"6101",0
"6102",0
"6103",0
"6104",1
"6105",1
"6106",1
"6107",1
"6108",1
"6109",0
"6110",0
"6111",1
"6112",2
"6113",1
"6114",1
"6115",0
"6116",1
"6117",2
"6118",0
"6119",1
"6120",0
"6121",2
"6122",1
"6123",3
"6124",1
"6125",2
"6126",2
"6127",0
"6128",2
"6129",1
"6130",1
"6131",2
"6132",1
"6133",2
"6134",0
"6135",1
"6136",1
"6137",2
"6138",1
"6139",1
"6140",4
"6141",4
"6142",4
"6143",1
"6144",2
"6145",1
"6146",0
"6147",1
"6148",0
"6149",4
"6150",0
"6151",2
"6152",2
"6153",0
"6154",1
"6155",15
"6156",1
"6157",2
"6158",0
"6159",3
"6160",2
"6161",0
"6162",2
"6163",2
"6164",4
"6165",2
"6166",1
"6167",0
"6168",0
"6169",2
"6170",2
"6171",2
"6172",2
"6173",1
"6174",1
"6175",1
"6176",2
"6177",0
"6178",4
"6179",0
"6180",2
"6181",3
"6182",6
"6183",1
"6184",7
"6185",1
"6186",2
"6187",1
"6188",3
"6189",1
"6190",1
"6191",3
"6192",2
"6193",1
"6194",1
"6195",2
"6196",0
"6197",2
"6198",2
"6199",12
"6200",1
"6201",0
"6202",2
"6203",0
"6204",1
"6205",1
"6206",1
"6207",0
"6208",4
"6209",2
"6210",1
"6211",0
"6212",1
"6213",1
"6214",0
"6215",1
"6216",3
"6217",2
"6218",0
"6219",0
"6220",0
"6221",1
"6222",0
"6223",1
"6224",1
"6225",0
"6226",0
"6227",5
"6228",3
"6229",0
"6230",0
"6231",2
"6232",1
"6233",1
"6234",0
"6235",1
"6236",2
"6237",1
"6238",1
"6239",1
"6240",0
"6241",1
"6242",1
"6243",4
"6244",0
"6245",1
"6246",0
"6247",1
"6248",1
"6249",1
"6250",6
"6251",1
"6252",1
"6253",3
"6254",2
"6255",1
"6256",1
"6257",2
"6258",1
"6259",1
"6260",2
"6261",2
"6262",1
"6263",1
"6264",1
"6265",1
"6266",3
"6267",1
"6268",1
"6269",1
"6270",0
"6271",1
"6272",1
"6273",3
"6274",2
"6275",1
"6276",2
"6277",2
"6278",0
"6279",2
"6280",1
"6281",1
"6282",1
"6283",2
"6284",2
"6285",0
"6286",1
"6287",1
"6288",2
"6289",1
"6290",0
"6291",1
"6292",1
"6293",0
"6294",0
"6295",1
"6296",1
"6297",0
"6298",1
"6299",0
"6300",1
"6301",0
"6302",1
"6303",3
"6304",4
"6305",2
"6306",1
"6307",0
"6308",4
"6309",1
"6310",1
"6311",0
"6312",1
"6313",2
"6314",1
"6315",2
"6316",6
"6317",1
"6318",1
"6319",2
"6320",1
"6321",0
"6322",1
"6323",2
"6324",0
"6325",0
"6326",1
"6327",1
"6328",0
"6329",3
"6330",1
"6331",3
"6332",2
"6333",4
"6334",2
"6335",1
"6336",1
"6337",1
"6338",3
"6339",2
"6340",1
"6341",2
"6342",1
"6343",1
"6344",1
"6345",0
"6346",2
"6347",1
"6348",1
"6349",1
"6350",2
"6351",0
"6352",1
"6353",7
"6354",1
"6355",10
"6356",0
"6357",1
"6358",0
"6359",1
"6360",0
"6361",1
"6362",1
"6363",1
"6364",12
"6365",3
"6366",1
"6367",1
"6368",2
"6369",0
"6370",4
"6371",3
"6372",6
"6373",1
"6374",0
"6375",2
"6376",1
"6377",3
"6378",1
"6379",3
"6380",0
"6381",1
"6382",2
"6383",2
"6384",1
"6385",0
"6386",1
"6387",0
"6388",1
"6389",2
"6390",2
"6391",6
"6392",3
"6393",3
"6394",3
"6395",1
"6396",1
"6397",1
"6398",2
"6399",2
"6400",0
"6401",0
"6402",1
"6403",1
"6404",1
"6405",1
"6406",1
"6407",0
"6408",0
"6409",4
"6410",0
"6411",0
"6412",3
"6413",2
"6414",0
"6415",3
"6416",3
"6417",1
"6418",5
"6419",1
"6420",2
"6421",1
"6422",0
"6423",1
"6424",1
"6425",0
"6426",1
"6427",0
"6428",1
"6429",5
"6430",2
"6431",1
"6432",2
"6433",3
"6434",6
"6435",2
"6436",1
"6437",0
"6438",1
"6439",0
"6440",1
"6441",1
"6442",1
"6443",1
"6444",1
"6445",4
"6446",1
"6447",2
"6448",4
"6449",4
"6450",2
"6451",0
"6452",0
"6453",0
"6454",1
"6455",0
"6456",0
"6457",1
"6458",2
"6459",1
"6460",0
"6461",1
"6462",1
"6463",3
"6464",1
"6465",0
"6466",1
"6467",1
"6468",1
"6469",10
"6470",1
"6471",1
"6472",2
"6473",1
"6474",4
"6475",6
"6476",2
"6477",2
"6478",1
"6479",4
"6480",0
"6481",3
"6482",1
"6483",2
"6484",1
"6485",1
"6486",4
"6487",0
"6488",5
"6489",1
"6490",3
"6491",0
"6492",1
"6493",14
"6494",3
"6495",0
"6496",6
"6497",1
"6498",0
"6499",2
"6500",1
"6501",0
"6502",2
"6503",0
"6504",2
"6505",0
"6506",0
"6507",0
"6508",1
"6509",0
"6510",1
"6511",1
"6512",1
"6513",1
"6514",3
"6515",2
"6516",2
"6517",2
"6518",1
"6519",1
"6520",5
"6521",0
"6522",3
"6523",1
"6524",2
"6525",1
"6526",5
"6527",0
"6528",0
"6529",1
"6530",1
"6531",3
"6532",6
"6533",2
"6534",2
"6535",5
"6536",0
"6537",1
"6538",1
"6539",0
"6540",0
"6541",2
"6542",1
"6543",1
"6544",1
"6545",1
"6546",1
"6547",1
"6548",4
"6549",0
"6550",0
"6551",1
"6552",0
"6553",1
"6554",1
"6555",1
"6556",2
"6557",1
"6558",1
"6559",3
"6560",2
"6561",1
"6562",2
"6563",0
"6564",6
"6565",0
"6566",2
"6567",1
"6568",0
"6569",2
"6570",1
"6571",1
"6572",2
"6573",2
"6574",1
"6575",0
"6576",0
"6577",2
"6578",1
"6579",1
"6580",0
"6581",0
"6582",1
"6583",4
"6584",1
"6585",0
"6586",2
"6587",0
"6588",1
"6589",1
"6590",2
"6591",3
"6592",0
"6593",1
"6594",2
"6595",1
"6596",1
"6597",2
"6598",3
"6599",0
"6600",2
"6601",0
"6602",1
"6603",0
"6604",0
"6605",0
"6606",1
"6607",0
"6608",0
"6609",1
"6610",1
"6611",3
"6612",2
"6613",2
"6614",1
"6615",1
"6616",0
"6617",2
"6618",0
"6619",1
"6620",0
"6621",1
"6622",5
"6623",0
"6624",1
"6625",1
"6626",2
"6627",1
"6628",1
"6629",0
"6630",3
"6631",1
"6632",1
"6633",2
"6634",5
"6635",0
"6636",8
"6637",1
"6638",1
"6639",1
"6640",1
"6641",2
"6642",3
"6643",1
"6644",1
"6645",1
"6646",0
"6647",1
"6648",2
"6649",1
"6650",1
"6651",1
"6652",1
"6653",2
"6654",2
"6655",1
"6656",15
"6657",0
"6658",1
"6659",5
"6660",1
"6661",0
"6662",1
"6663",0
"6664",3
"6665",1
"6666",0
"6667",0
"6668",0
"6669",1
"6670",0
"6671",1
"6672",5
"6673",2
"6674",2
"6675",2
"6676",0
"6677",2
"6678",1
"6679",1
"6680",1
"6681",1
"6682",0
"6683",2
"6684",1
"6685",0
"6686",1
"6687",1
"6688",1
"6689",1
"6690",1
"6691",4
"6692",1
"6693",1
"6694",2
"6695",0
"6696",1
"6697",1
"6698",1
"6699",0
"6700",2
"6701",6
"6702",2
"6703",0
"6704",0
"6705",3
"6706",6
"6707",2
"6708",1
"6709",7
"6710",1
"6711",0
"6712",1
"6713",0
"6714",2
"6715",4
"6716",1
"6717",1
"6718",0
"6719",1
"6720",5
"6721",6
"6722",2
"6723",1
"6724",0
"6725",1
"6726",1
"6727",1
"6728",1
"6729",1
"6730",1
"6731",2
"6732",0
"6733",5
"6734",0
"6735",2
"6736",3
"6737",4
"6738",1
"6739",5
"6740",1
"6741",2
"6742",0
"6743",2
"6744",1
"6745",0
"6746",0
"6747",1
"6748",1
"6749",1
"6750",1
"6751",4
"6752",4
"6753",12
"6754",2
"6755",0
"6756",1
"6757",2
"6758",1
"6759",4
"6760",2
"6761",2
"6762",4
"6763",1
"6764",3
"6765",1
"6766",1
"6767",1
"6768",1
"6769",1
"6770",0
"6771",2
"6772",1
"6773",1
"6774",1
"6775",1
"6776",1
"6777",1
"6778",1
"6779",1
"6780",1
"6781",5
"6782",1
"6783",1
"6784",0
"6785",2
"6786",1
"6787",2
"6788",0
"6789",1
"6790",1
"6791",0
"6792",0
"6793",1
"6794",2
"6795",2
"6796",1
"6797",1
"6798",2
"6799",1
"6800",0
"6801",0
"6802",3
"6803",0
"6804",1
"6805",2
"6806",0
"6807",1
"6808",1
"6809",1
"6810",2
"6811",0
"6812",0
"6813",6
"6814",1
"6815",1
"6816",2
"6817",1
"6818",0
"6819",0
"6820",0
"6821",2
"6822",1
"6823",1
"6824",1
"6825",9
"6826",2
"6827",1
"6828",0
"6829",2
"6830",1
"6831",1
"6832",0
"6833",1
"6834",1
"6835",2
"6836",0
"6837",1
"6838",1
"6839",1
"6840",0
"6841",1
"6842",8
"6843",0
"6844",1
"6845",2
"6846",1
"6847",1
"6848",0
"6849",3
"6850",1
"6851",1
"6852",1
"6853",6
"6854",0
"6855",1
"6856",1
"6857",1
"6858",0
"6859",2
"6860",1
"6861",2
"6862",2
"6863",2
"6864",0
"6865",2
"6866",6
"6867",2
"6868",0
"6869",1
"6870",1
"6871",1
"6872",3
"6873",2
"6874",0
"6875",1
"6876",2
"6877",0
"6878",3
"6879",0
"6880",1
"6881",3
"6882",2
"6883",1
"6884",0
"6885",1
"6886",4
"6887",3
"6888",0
"6889",1
"6890",2
"6891",0
"6892",6
"6893",2
"6894",8
"6895",1
"6896",1
"6897",2
"6898",3
"6899",1
"6900",2
"6901",2
"6902",3
"6903",2
"6904",0
"6905",0
"6906",1
"6907",0
"6908",4
"6909",1
"6910",4
"6911",1
"6912",1
"6913",2
"6914",1
"6915",0
"6916",1
"6917",1
"6918",1
"6919",1
"6920",2
"6921",4
"6922",0
"6923",1
"6924",1
"6925",3
"6926",1
"6927",0
"6928",1
"6929",3
"6930",0
"6931",2
"6932",1
"6933",2
"6934",1
"6935",0
"6936",14
"6937",2
"6938",1
"6939",0
"6940",0
"6941",0
"6942",0
"6943",1
"6944",5
"6945",0
"6946",4
"6947",1
"6948",2
"6949",5
"6950",1
"6951",1
"6952",1
"6953",1
"6954",1
"6955",0
"6956",0
"6957",2
"6958",0
"6959",1
"6960",3
"6961",1
"6962",1
"6963",1
"6964",1
"6965",1
"6966",0
"6967",0
"6968",1
"6969",1
"6970",2
"6971",4
"6972",1
"6973",1
"6974",0
"6975",1
"6976",1
"6977",0
"6978",4
"6979",1
"6980",2
"6981",2
"6982",4
"6983",1
"6984",1
"6985",11
"6986",1
"6987",0
"6988",1
"6989",1
"6990",0
"6991",3
"6992",1
"6993",6
"6994",1
"6995",1
"6996",1
"6997",2
"6998",2
"6999",0
"7000",0
"7001",5
"7002",0
"7003",3
"7004",4
"7005",1
"7006",1
"7007",1
"7008",1
"7009",1
"7010",1
"7011",2
"7012",1
"7013",0
"7014",4
"7015",1
"7016",1
"7017",2
"7018",1
"7019",1
"7020",0
"7021",1
"7022",1
"7023",1
"7024",8
"7025",1
"7026",1
"7027",1
"7028",1
"7029",1
"7030",0
"7031",4
"7032",1
"7033",1
"7034",1
"7035",0
"7036",1
"7037",1
"7038",1
"7039",2
"7040",2
"7041",7
"7042",1
"7043",3
"7044",1
"7045",1
"7046",1
"7047",4
"7048",0
"7049",1
"7050",1
"7051",1
"7052",1
"7053",0
"7054",1
"7055",9
"7056",0
"7057",1
"7058",1
"7059",1
"7060",1
"7061",1
"7062",0
"7063",0
"7064",2
"7065",1
"7066",2
"7067",0
"7068",1
"7069",1
"7070",1
"7071",3
"7072",1
"7073",2
"7074",0
"7075",1
"7076",2
"7077",4
"7078",1
"7079",2
"7080",1
"7081",7
"7082",1
"7083",0
"7084",2
"7085",1
"7086",0
"7087",0
"7088",1
"7089",2
"7090",4
"7091",0
"7092",1
"7093",0
"7094",1
"7095",0
"7096",1
"7097",0
"7098",1
"7099",2
"7100",1
"7101",7
"7102",0
"7103",3
"7104",1
"7105",2
"7106",1
"7107",4
"7108",1
"7109",1
"7110",1
"7111",0
"7112",0
"7113",3
"7114",1
"7115",2
"7116",2
"7117",1
"7118",0
"7119",0
"7120",1
"7121",0
"7122",4
"7123",3
"7124",0
"7125",1
"7126",0
"7127",1
"7128",1
"7129",1
"7130",1
"7131",4
"7132",1
"7133",1
"7134",3
"7135",0
"7136",9
"7137",2
"7138",1
"7139",0
"7140",3
"7141",1
"7142",2
"7143",0
"7144",0
"7145",2
"7146",1
"7147",8
"7148",1
"7149",1
"7150",1
"7151",0
"7152",14
"7153",0
"7154",5
"7155",1
"7156",0
"7157",3
"7158",0
"7159",3
"7160",0
"7161",1
"7162",1
